"device.name","device.entity","device.hardware.model","device.hardware.type","device.operating_system.name"
"device-638f9a6344c44ae1b86e624ad4f2729e","","Lenovo Pro Max","laptop","Windows 11"
"device-6965ec6b86e24ccfb7ec8623ad24bc0e","","Lenovo Pro Max","laptop","Windows 11"
"device-c02d5758ab7b4e7d91d02d484045ec18","","Lenovo Pro Max","laptop","Windows 11"
"device-c53dcacf84984ec389b1e1816cbc535a","","Lenovo Pro Max","laptop","Windows 11"
"device-275169d303494dbdafabd41204476e33","","Lenovo Pro Max","laptop","Windows 11"
"device-23b16154b470400ca6fb4c6c39fe3b07","","Lenovo Pro Max","laptop","Windows 11"
"device-168a6ca19fe94cb5a1f60302a3b5b4f6","","Lenovo Pro Max","laptop","Windows 11"
"device-dedcf9f7c7e344edbf4b9296a2c65a06","","Lenovo Pro Max","laptop","Windows 11"
"device-cc436bb647fb4e3fa5fdde9ab5f77bf8","","Lenovo Pro Max","laptop","Windows 11"
"device-8b3b7c74bf894d45adb013042d94d780","","Lenovo Pro Max","laptop","Windows 11"
"device-73e5f6cbfaec486c93cc231fac6e2313","","Lenovo Pro Max","laptop","Windows 11"
"device-49d4503fbab74fc2ab5fb2c9123959d1","","Lenovo Pro Max","laptop","Windows 11"
"device-81be88f5037f4975bb522c4b951ea2a2","","Lenovo Pro Max","laptop","Windows 11"
"device-d69a21cc869a4e109b6b0565c92d01d2","","Lenovo Pro Max","laptop","Windows 11"
"device-0af944d72cd54d73a8a47fbc197c3db4","","Lenovo Pro Max","laptop","Windows 11"
"device-6d5ecf35a5bb437ca6f97899075cd50a","","Lenovo Pro Max","laptop","Windows 11"
"device-67195c06cd274888909910cc18c5630b","","Lenovo Pro Max","laptop","Windows 11"
"device-12b5527dbeba4b678e7132a8618d888a","","Lenovo Pro Max","laptop","Windows 11"
"device-1c633280785a45b39b178c82894b247e","","Lenovo Pro Max","laptop","Windows 11"
"device-a8c6ab472881402ebfb08624bd0e712a","","Lenovo Pro Max","laptop","Windows 11"
"device-b7d55e94228541d3943f762eae343b5e","","Lenovo Pro Max","laptop","Windows 11"
"device-84ba534867d14e8a815ed96731268ee5","","Lenovo Pro Max","laptop","Windows 11"
"device-64a65063caa54b709cfdf4a60c9f6dd2","","Lenovo Pro Max","laptop","Windows 11"
"device-42030f36e643476ca79e4526b08d5207","","Lenovo Pro Max","laptop","Windows 11"
"device-9d942bd682974ae09439f9a1310f3910","","Lenovo Pro Max","laptop","Windows 11"
"device-df83f4cbd9704cab8b299da9d530254a","","Lenovo Pro Max","laptop","Windows 11"
"device-8f107914c7884fe3a3b7706692f027ca","","Lenovo Pro Max","laptop","Windows 11"
"device-74a89c3b9cd5420e9ff6c09999b17bf2","","Lenovo Pro Max","laptop","Windows 11"
"device-700bd2389fa4475399b535638ed1dc06","","Lenovo Pro Max","laptop","Windows 11"
"device-1b5070334caa4d0784bac7e953f7d5d9","","Lenovo Pro Max","laptop","Windows 11"
"device-428f5db21f2c4f4c8e11a666b3b1d9c5","","Lenovo Pro Max","laptop","Windows 11"
"device-b71bd043509f4b839f0baefc027eff84","","Lenovo Pro Max","laptop","Windows 11"
"device-b34ff13d73c04566b83db4db093c5dc5","","Lenovo Pro Max","laptop","Windows 11"
"device-af1d0497808849b48616f1733e78817e","","Lenovo Pro Max","laptop","Windows 11"
"device-2d785d314732482fb9b4f7f092f76294","","Lenovo Pro Max","laptop","Windows 11"
"device-4ea2bb5aa343476bacbf703a7a5723e5","","Lenovo Pro Max","laptop","Windows 11"
"device-868acecc2eac46bc9f64ce4081932f88","","Lenovo Pro Max","laptop","Windows 11"
"device-90499b5dd93f4e87b8915d48a892a12e","","Lenovo Pro Max","laptop","Windows 11"
"device-0232af5d98dd42cda73cc6f70b368927","","Lenovo Pro Max","laptop","Windows 11"
"device-c42bd99fa0064c4d9fb5c4e25d1b665d","","Lenovo Pro Max","laptop","Windows 11"
"device-e25185bb802e47f0bdc5c75bdaa14ff9","","Lenovo Pro Max","laptop","Windows 11"
"device-51d50ba394264dbd98e999eb202aa7a5","","Lenovo Pro Max","laptop","Windows 11"
"device-0413dbc1f0bc46e9a453e28726fb5564","","Lenovo Pro Max","laptop","Windows 11"
"device-eb0dbecd76fd4dd8be51e8a59cfcfa6e","","Lenovo Pro Max","laptop","Windows 11"
"device-1a35550a802d426a84115f739c3dbd5c","","Lenovo Pro Max","laptop","Windows 11"
"device-409abbaf561c476cab3eb751cdc92fe3","","Lenovo Pro Max","laptop","Windows 11"
"device-6ae5cd657a644f62a9291e2141109530","","Lenovo Pro Max","laptop","Windows 11"
"device-7c3246988fee41c3969f1020d5e53b38","","Lenovo Pro Max","laptop","Windows 11"
"device-fc8fda3f482248fc8c11a2a1837f0cc1","","Lenovo Pro Max","laptop","Windows 11"
"device-479adb12354e494199b43f0f6708c57d","","Lenovo Pro Max","laptop","Windows 11"
"device-341c1334ed3b4064a29d4da12abe6c0b","","Lenovo Pro Max","laptop","Windows 11"
"device-cf059190926b4daeacf557ca5b3d6a85","","Lenovo Pro Max","laptop","Windows 11"
"device-2b8e1000dd3843c587196df03ed6ff4a","","Lenovo Pro Max","laptop","Windows 11"
"device-9e5c53f2c45447079a1ac1f806756fe9","","Lenovo Pro Max","laptop","Windows 11"
"device-f1895a34ba5042d1b42c169d727e28b3","","Lenovo Pro Max","laptop","Windows 11"
"device-1841da48a40146bc99d5f5fd6498f8e9","","Lenovo Pro Max","laptop","Windows 11"
"device-a2d5017f75684988a80ff22191af6bff","","Lenovo Pro Max","laptop","Windows 11"
"device-02d6390cf877405fa85e6cabfec3bff8","","Lenovo Pro Max","laptop","Windows 11"
"device-d355b9832a4e487fb8fd23284122c41a","","Lenovo Pro Max","laptop","Windows 11"
"device-3b052fc2f3e04594a80edf6f7757e77e","","Lenovo Pro Max","laptop","Windows 11"
"device-1e7520954c464e7f9fbc018f183513cc","","Lenovo Pro Max","laptop","Windows 11"
"device-43329188bb4f48e7bf3b8f1e5826a78d","","Lenovo Pro Max","laptop","Windows 11"
"device-71bf15555dd34838971a1645a7cdcce8","","Lenovo Pro Max","laptop","Windows 11"
"device-5f912f7d3a844e929e02cd8e20bd3c5a","","Lenovo Pro Max","laptop","Windows 11"
"device-e648a6ccf88f433e90a08193494bd222","","Lenovo Pro Max","laptop","Windows 11"
"device-f72bdc54597d4bccb7ab5837bd867766","","Lenovo Pro Max","laptop","Windows 11"
"device-e00076b397d84267bb6499da0249effd","","Lenovo Pro Max","laptop","Windows 11"
"device-deac09f8a91547c981ed02a2cb46628c","","Lenovo Pro Max","laptop","Windows 11"
"device-487f6eb14c09415aa440151583d3c0d6","","Lenovo Pro Max","laptop","Windows 11"
"device-bb32480d25d04ea880ef37760e0f7a91","","Lenovo Pro Max","laptop","Windows 11"
"device-2062ed26c8244b6eb23d041d8f02d1ba","","Lenovo Pro Max","laptop","Windows 11"
"device-9538024c83e845939ccd89181128b5be","","Lenovo Pro Max","laptop","Windows 11"
"device-7857e73aac344ceaa8119e657fb0479f","","Lenovo Pro Max","laptop","Windows 11"
"device-08fa0bc59f084454866cb5c163118505","","Lenovo Pro Max","laptop","Windows 11"
"device-797f412f61ed4f319cfca625e1703dfb","","Lenovo Pro Max","laptop","Windows 11"
"device-236042b972414de6bda60d991a48d965","","Lenovo Pro Max","laptop","Windows 11"
"device-0b88b07e9777457583dd6db62060143e","","Lenovo Pro Max","laptop","Windows 11"
"device-148d46c91c4142a89bfc7d7e106cd7e1","","Lenovo Pro Max","laptop","Windows 11"
"device-ebc0ecbf3692496084d5ebb0c4de9752","","Lenovo Pro Max","laptop","Windows 11"
"device-0c09cc2cbf8e4b778a7be37b1f77c33a","","Lenovo Pro Max","laptop","Windows 11"
"device-920118eb6d624de09835b7e86d2bc3f9","","Lenovo Pro Max","laptop","Windows 11"
"device-0769c46be03b44ddb03cc0aaa9657c8d","","Lenovo Pro Max","laptop","Windows 11"
"device-def3a96a367c4f80a03bfaf107521cb5","","Lenovo Pro Max","laptop","Windows 11"
"device-51b59bfaf0284dd7b376dfdd6f881c59","","Lenovo Pro Max","laptop","Windows 11"
"device-2303417871fc467ea9375e428b0ea159","","Lenovo Pro Max","laptop","Windows 11"
"device-9a47f101a43447d991f38e4724e083b0","","Lenovo Pro Max","laptop","Windows 11"
"device-bcec8136173f4eb5be2cd4799fd6c21a","","Lenovo Pro Max","laptop","Windows 11"
"device-85cf19ef05794c40a9473ff246192525","","Lenovo Pro Max","laptop","Windows 11"
"device-8abcec798640469f8ef887ae0118de6f","","Lenovo Pro Max","laptop","Windows 11"
"device-7cec81c0a3354b89b6dc29b4296c57e0","","Lenovo Pro Max","laptop","Windows 11"
"device-ac3ac74c19624f9396b67e39b75d9e1c","","Lenovo Pro Max","laptop","Windows 11"
"device-1ea42ec2f0254f238ccb111f542ef740","","Lenovo Pro Max","laptop","Windows 11"
"device-c7218e11e1e5458b86cce556f4fa9b30","","Lenovo Pro Max","laptop","Windows 11"
"device-2599e03d698d4680912c001196f6d3a9","","Lenovo Pro Max","laptop","Windows 11"
"device-cdde3a1887fb4933bb825723025e7162","","Lenovo Pro Max","laptop","Windows 11"
"device-e6d48abda24543ffaa34257a52da79b5","","Lenovo Pro Max","laptop","Windows 11"
"device-6c254f19e007473e8de0fbc20e3a257d","","Lenovo Pro Max","laptop","Windows 11"
"device-36ff6be72c464940b4ef49e6815264f7","","Lenovo Pro Max","laptop","Windows 11"
"device-f3c543a15f47462bb4f16a8becf98489","","Lenovo Pro Max","laptop","Windows 11"
"device-378c26f7186c4eb492df55f4c2a0a266","","Lenovo Pro Max","laptop","Windows 11"
"device-1cc37aded7cd4c2a872492e27a957daa","","Lenovo Pro Max","laptop","Windows 11"
"device-a5dcce38e62643d29b029d91072e84b8","","Lenovo Pro Max","laptop","Windows 11"
"device-8e78f58088254348a7aa5fa86c62be6a","","Lenovo Pro Max","laptop","Windows 11"
"device-8adc994fa882438b946e600041cccb1a","","Lenovo Pro Max","laptop","Windows 11"
"device-050f88754b6d425e8a1369c0ff23f59c","","Lenovo Pro Max","laptop","Windows 11"
"device-9084fcc774514688b98f39669f2de1b9","","Lenovo Pro Max","laptop","Windows 11"
"device-beeb8181c4a24f179e1b7ec79300745d","","Lenovo Pro Max","laptop","Windows 11"
"device-03f118167c0a4eadbae1c770cdefba5c","","Lenovo Pro Max","laptop","Windows 11"
"device-6b4575f0a67a4ef0acbf089286c95881","","Lenovo Pro Max","laptop","Windows 11"
"device-cc7512ed0fab4967b104268a587a8c4c","","Lenovo Pro Max","laptop","Windows 11"
"device-e8ffa4f1dfc14bb5b66860b29b39b33b","","Lenovo Pro Max","laptop","Windows 11"
"device-cf5ad211bc8c4b069b0dbfadc9d5a959","","Lenovo Pro Max","laptop","Windows 11"
"device-3eb656b6dd5e498e85ace547eb7dce15","","Lenovo Pro Max","laptop","Windows 11"
"device-9bdba152ef5c493986abf39f007d14f9","","Lenovo Pro Max","laptop","Windows 11"
"device-cb4037b74a614176905b3422a02403e1","","Lenovo Pro Max","laptop","Windows 11"
"device-1f48bb08bb5041fe9ee737c6bf795aa8","","Lenovo Pro Max","laptop","Windows 11"
"device-1f81f0b1ce324f388612b598bf24d573","","Lenovo Pro Max","laptop","Windows 11"
"device-c0237c0a8dd749919276807e24182748","","Lenovo Pro Max","laptop","Windows 11"
"device-2fe054923991495cbb3f5b05975bcc48","","Lenovo Pro Max","laptop","Windows 11"
"device-8ca3a240701b43b4a8ed3b74539c784c","","Lenovo Pro Max","laptop","Windows 11"
"device-ccde564160484741933a825446a3685e","","Lenovo Pro Max","laptop","Windows 11"
"device-69fc899fbb4047508b4d81f17152e221","","Lenovo Pro Max","laptop","Windows 11"
"device-5ef2cdea13594dc1ad7fbff12e406d87","","Lenovo Pro Max","laptop","Windows 11"
"device-cd5b71473a214bc1bd17632ba9cbd342","","Lenovo Pro Max","laptop","Windows 11"
"device-f0644a7b91464093b33cb1c629e11329","","Lenovo Pro Max","laptop","Windows 11"
"device-95ed5745365147f791dead7500f79be6","","Lenovo Pro Max","laptop","Windows 11"
"device-67560a8b04e54fcfb7c1af2ab66b554c","","Lenovo Pro Max","laptop","Windows 11"
"device-08f534fdc7d54c4e946e05b6e376f6ff","","Lenovo Pro Max","laptop","Windows 11"
"device-bac00e10ab0f49c088e6d607e28185d6","","Lenovo Pro Max","laptop","Windows 11"
"device-e9a2ae1d67384d0db2324c6cfe18fa51","","Lenovo Pro Max","laptop","Windows 11"
"device-be1cd8f17a764c0aba2933e3606bba15","","Lenovo Pro Max","laptop","Windows 11"
"device-b64f93a415484d4ca3d9e281ca07db5c","","Lenovo Pro Max","laptop","Windows 11"
"device-03aa63e9546248bc9838c246f6faa9ec","","Lenovo Pro Max","laptop","Windows 11"
"device-70b011a7d2054a2181e2a46ead036d0d","","Lenovo Pro Max","laptop","Windows 11"
"device-621af9162710498a8920f020a061c00d","","Lenovo Pro Max","laptop","Windows 11"
"device-7981d92de50b4a85a332a43b20464148","","Lenovo Pro Max","laptop","Windows 11"
"device-24c2e5341d45469785bf314f8d3173e8","","Lenovo Pro Max","laptop","Windows 11"
"device-3c668d6d87aa4ef197fe31e06d815481","","Lenovo Pro Max","laptop","Windows 11"
"device-e61087d22aed4bff9de71ceff16d55f4","","Lenovo Pro Max","laptop","Windows 11"
"device-7bc1abc32b5c4f19b2ee945f6104d2e6","","Lenovo Pro Max","laptop","Windows 11"
"device-4ab97e5b07e847ff94672548759b2205","","Lenovo Pro Max","laptop","Windows 11"
"device-7be1a366b1314f7882c2990752fd7126","","Lenovo Pro Max","laptop","Windows 11"
"device-8d239c8d0719474ba663e56606bd198f","","Lenovo Pro Max","laptop","Windows 11"
"device-6e78e0032e1643b497ada93df86e13d1","","Lenovo Pro Max","laptop","Windows 11"
"device-28043cc3608f41fcbeb5e444c945b07f","","Lenovo Pro Max","laptop","Windows 11"
"device-a354aeee88604f859c5be86cb1a412e0","","Lenovo Pro Max","laptop","Windows 11"
"device-a263475a591a4afdbad2f3d573a6679c","","Lenovo Pro Max","laptop","Windows 11"
"device-4fedb345c9ad43e69f17a12e4bc84c3a","","Lenovo Pro Max","laptop","Windows 11"
"device-42265b1e60ef41519ba3d620b40c3429","","Lenovo Pro Max","laptop","Windows 11"
"device-28d83c3cbacb450ab27a950f1a53dba7","","Lenovo Pro Max","laptop","Windows 11"
"device-87406da351bc4b8ab27e8aab3cfab70e","","Lenovo Pro Max","laptop","Windows 11"
"device-ffe4bfa093994b3295bcca61d69c93e2","","Lenovo Pro Max","laptop","Windows 11"
"device-f658c7f7a7b34dcfb3bd36aacff662aa","","Lenovo Pro Max","laptop","Windows 11"
"device-6c34f36ce42649d8b09b8587a660c128","","Lenovo Pro Max","laptop","Windows 11"
"device-b405a1b33c4b4dae9bd867977d18efa6","","Lenovo Pro Max","laptop","Windows 11"
"device-d587a4a571f74384a7ec21e860b4738a","","Lenovo Pro Max","laptop","Windows 11"
"device-8cfefdebf0a74c159aae724a2ce0cca1","","Lenovo Pro Max","laptop","Windows 11"
"device-5148410e84914c7b8c0d776559ef6af2","","Lenovo Pro Max","laptop","Windows 11"
"device-d6bac394fe214339b05beac2fbbdcb3f","","Lenovo Pro Max","laptop","Windows 11"
"device-0c525b31fd6845f0a763d68a18251bdf","","Lenovo Pro Max","laptop","Windows 11"
"device-14f0c2988dbe4180a8dec913c5222906","","Lenovo Pro Max","laptop","Windows 11"
"device-be523c52cca0405c9a9c3eb6261f1ae7","","Lenovo Pro Max","laptop","Windows 11"
"device-e5a846b8856b44fc908d779e93370150","","Lenovo Pro Max","laptop","Windows 11"
"device-2d820bfe89a741048a02cffb801d6168","","Lenovo Pro Max","laptop","Windows 11"
"device-1378bf08e5f04888b86b2e18d484d201","","Lenovo Pro Max","laptop","Windows 11"
"device-dbee43c5e7114c34a835f35211453295","","Lenovo Pro Max","laptop","Windows 11"
"device-a03929772a0d4cf89376faf0c27790b7","","Lenovo Pro Max","laptop","Windows 11"
"device-d43fc01d96aa48ea870f2c2a02db46ae","","Lenovo Pro Max","laptop","Windows 11"
"device-9525db94f32243739560cdcd06f5eff3","","Lenovo Pro Max","laptop","Windows 11"
"device-067552f32ae14aaa8ce6e38a5bb21269","","Lenovo Pro Max","laptop","Windows 11"
"device-0906823b78a840bebcc97d76d604cc78","","Lenovo Pro Max","laptop","Windows 11"
"device-44828ce3e5504e36bcd1e519df6d97a0","","Lenovo Pro Max","laptop","Windows 11"
"device-3981116ea3cb4cb390085f629396b075","","Lenovo Pro Max","laptop","Windows 11"
"device-e979060e4bc247a9b361eaa2d21ef990","","Lenovo Pro Max","laptop","Windows 11"
"device-7cf3937450f0467a8c1b4d5eb5de5f46","","Lenovo Pro Max","laptop","Windows 11"
"device-a3300cacfc304e908591bd3ae8664a3d","","Lenovo Pro Max","laptop","Windows 11"
"device-c43e834e34f844c5995a7ee98894ab88","","Lenovo Pro Max","laptop","Windows 11"
"device-b1e264f5cde74f6ab8f59466a0b0b945","","Lenovo Pro Max","laptop","Windows 11"
"device-c00fc57842ea4d798d6a3c7038ba806c","","Lenovo Pro Max","laptop","Windows 11"
"device-df1daa64dc2d45198d14c88dab7f7370","","Lenovo Pro Max","laptop","Windows 11"
"device-87dcede0d5264f80abc3156f06adc41f","","Lenovo Pro Max","laptop","Windows 11"
"device-80942952a11c437f805a07bec6e05527","","Lenovo Pro Max","laptop","Windows 11"
"device-221fd89489604fc1b27dfa0b7439af04","","Lenovo Pro Max","laptop","Windows 11"
"device-3ae14298dd2e4c7a920b55cfc7827eab","","Lenovo Pro Max","laptop","Windows 11"
"device-67fc57114d52463eb8d6c05e5a727858","","Lenovo Pro Max","laptop","Windows 11"
"device-1f43ffc4c3e74511acbfef52f8afef38","","Lenovo Pro Max","laptop","Windows 11"
"device-aa9bbed5c56d4cfa960c4d1ae58d73e1","","Lenovo Pro Max","laptop","Windows 11"
"device-79bc6171f73045708eb07e9961796323","","Lenovo Pro Max","laptop","Windows 11"
"device-3a72a2bd61764be99d4947f9bb88ac64","","Lenovo Pro Max","laptop","Windows 11"
"device-51a4f8c6de784959b7186f095b633398","","Lenovo Pro Max","laptop","Windows 11"
"device-1cb28fccbac045c9bc50e7ef5e53d9dd","","Lenovo Pro Max","laptop","Windows 11"
"device-acddf9ebe505433f9fdadc9287a2ecc6","","Lenovo Pro Max","laptop","Windows 11"
"device-c114f882b22a4430a5481c2cefb70ccf","","Lenovo Pro Max","laptop","Windows 11"
"device-c9bfb237052e4573a04c0bfa8c5be4fc","","Lenovo Pro Max","laptop","Windows 11"
"device-8ad4c7d3fc4449b3a1b279b762951aa8","","Lenovo Pro Max","laptop","Windows 11"
"device-1c29c017e0134415b22a61fd8ff5e91e","","Lenovo Pro Max","laptop","Windows 11"
"device-8418903b2dc547ebacc4a691f2516c66","","Lenovo Pro Max","laptop","Windows 11"
"device-e5dbe1217a7a459cbb2d2076f9a5088d","","Lenovo Pro Max","laptop","Windows 11"
"device-bc0de90f172842caa3f2f0e1283b978b","","Lenovo Pro Max","laptop","Windows 11"
"device-5ff2f2fb48e34dce9a7d87257e09e2da","","Lenovo Pro Max","laptop","Windows 11"
"device-5435080f191842e98c66d8dddefd1683","","Lenovo Pro Max","laptop","Windows 11"
"device-e47ae8a1b11646d4bb4e4b214ce14f31","","Lenovo Pro Max","laptop","Windows 11"
"device-f3f3329c06a0481ea1fa26eae50eb441","","Lenovo Pro Max","laptop","Windows 11"
"device-a10ba152741e44d7be74723741a79d45","","Lenovo Pro Max","laptop","Windows 11"
"device-763a26dd08ce4a2885be62b1188d1aa8","","Lenovo Pro Max","laptop","Windows 11"
"device-7110005341b04e3eb46b29fb56432677","","Lenovo Pro Max","laptop","Windows 11"
"device-1e9e0308690a40b4b597e106b4e6efb7","","Lenovo Pro Max","laptop","Windows 11"
"device-a97a020a5275469caf03b171def0c7bf","","Lenovo Pro Max","laptop","Windows 11"
"device-5d5d114c7db943f584332aa6ebfed2bd","","Lenovo Pro Max","laptop","Windows 11"
"device-917d4a3f0f6644438ddb794b829c66ec","","Lenovo Pro Max","laptop","Windows 11"
"device-2a53035167584006b2a9965b4a779092","","Lenovo Pro Max","laptop","Windows 11"
"device-30a47681bc4f42d69cfe7a6e1a2a3b12","","Lenovo Pro Max","laptop","Windows 11"
"device-37ed3f01514f4822bb78fe5e51c11fae","","Lenovo Pro Max","laptop","Windows 11"
"device-fe5d1629862b4edf888f514423edf2ac","","Lenovo Pro Max","laptop","Windows 11"
"device-d3bbf1f6646142678e6b0f3b887e3fa4","","Lenovo Pro Max","laptop","Windows 11"
"device-6b9a26687d394b4cb08db0ea70ed6ffb","","Lenovo Pro Max","laptop","Windows 11"
"device-4fe4d172366b46c18e4328bf0c1bffc3","","Lenovo Pro Max","laptop","Windows 11"
"device-f33fd9fbc3ed4ff0ace5f48b29778917","","Lenovo Pro Max","laptop","Windows 11"
"device-b6f172ca888d479ca378fa73cf286239","","Lenovo Pro Max","laptop","Windows 11"
"device-ec717bafee4c4da0852f9e0d979800fa","","Lenovo Pro Max","laptop","Windows 11"
"device-d6ec7df355a546919029708e4d65b262","","Lenovo Pro Max","laptop","Windows 11"
"device-cfe1e9b069d2499aa399688db0c657b3","","Lenovo Pro Max","laptop","Windows 11"
"device-5afc1a4340754a2086741ba8794211ee","","Lenovo Pro Max","laptop","Windows 11"
"device-dba5ea7a8e80416ab0eec3aa74657ddd","","Lenovo Pro Max","laptop","Windows 11"
"device-6f29faf254e2420e9e41fc0b3cb30b47","","Lenovo Pro Max","laptop","Windows 11"
"device-42e21036cf0c4c7a86728530687fd8a4","","Lenovo Pro Max","laptop","Windows 11"
"device-4d61da92ef634e729475f32ec3ba137c","","Lenovo Pro Max","laptop","Windows 11"
"device-4755a515fd8c47849fbe00067e5ba5bc","","Lenovo Pro Max","laptop","Windows 11"
"device-98b4ee28bec947769d2204073d587f4b","","Lenovo Pro Max","laptop","Windows 11"
"device-a04e7aa2e222482da42a71383d676621","","Lenovo Pro Max","laptop","Windows 11"
"device-848c9ccb1a504c38ad175942603ad5df","","Lenovo Pro Max","laptop","Windows 11"
"device-ecc9e69559c4444887ed3edc54256bbb","","Lenovo Pro Max","laptop","Windows 11"
"device-57113b137fef41a5abd1525cc594ef0b","","Lenovo Pro Max","laptop","Windows 11"
"device-7b0d436f00eb4bde8a6c31879ddcc58f","","Lenovo Pro Max","laptop","Windows 11"
"device-34d58bf98d304def89af4d5057637421","","Lenovo Pro Max","laptop","Windows 11"
"device-4882f9d3bada4cc0912035c6ab0b1448","","Lenovo Pro Max","laptop","Windows 11"
"device-70f857b822414ca9a292a18ba45f1576","","Lenovo Pro Max","laptop","Windows 11"
"device-13127b81ccb04b1cb6ac0eb440157401","","Lenovo Pro Max","laptop","Windows 11"
"device-9a2a11b6ea4a4e66b1ae171a598fab0b","","Lenovo Pro Max","laptop","Windows 11"
"device-d3a61a4d9b17422da7daf5fde9722826","","Lenovo Pro Max","laptop","Windows 11"
"device-23303cb6a0be414985e2580e9c47d52d","","Lenovo Pro Max","laptop","Windows 11"
"device-5b8783716abe41f6a5093765559b64f6","","Lenovo Pro Max","laptop","Windows 11"
"device-32d4192b207e4c4fa5eff00e0eabee19","","Lenovo Pro Max","laptop","Windows 11"
"device-a7ea6fab099740c6a448ac5a6cedf728","","Lenovo Pro Max","laptop","Windows 11"
